upset,17
vague,17
vast,17
village,17
visible,17
vocal,17
voluntarily,17
waist,17
watering,17
weddings,17
whichever,17
whites,17
wien,17
william,17
winner,17
woulda,17
wreck,17
yankee,17
yeltsin,17
actively,16
administrators,16
advertise,16
advisors,16
african,16
allowance,16
amarillo,16
ancestors,16
and,16
anger,16
annuity,16
approved,16
around,16
art,16
astronomy,16
attleboro,16
babysitters,16
backed,16
backpack,16
bacterial,16
bankruptcy,16
base,16
baths,16
be,16
beam,16
bending,16
bicycles,16
biographies,16
blanket,16
blind,16
bmw,16
borrowing,16
bothering,16
boundary,16
bowling,16
brady,16
bridges,16
broader,16
c-o,16
caesar,16
camps,16
carbocation,16
card,16
cartons,16
cheaper,16
china,16
cincinnati,16
cinderella,16
civilized,16
claim,16
clay,16
cloudy,16
cobb,16
coins,16
colonial,16
comfortably,16
command,16
commit,16
congress,16
cons,16
consultant,16
convictions,16
corpus,16
council,16
craig,16
cut,16
cycles,16
damage,16
danny,16
deadline,16
dean,16
dee,16
delivery,16
denton,16
depression,16
designated,16
designed,16
developments,16
diane,16
dictionary,16
dime,16
disappointing,16
discovery,16
disorder,16
divided,16
documents,16
dominated,16
domination,16
dressy,16
dual-command,16
earthquake,16
edge,16
elasticity,16
eliminated,16
end,16
equality,16
ethical,16
execution,16
exotic,16
expressing,16
expressway,16
fashioned,16
fed,16
feeds,16
fenced,16
festival,16
fetus,16
fight,16
fires,16
flatliners,16
fluid,16
flute,16
foggy,16
foil,16
forgetting,16
freshmen,16
frost,16
garden,16
gasket,16
gate,16
generic,16
graders,16
guarantee,16
gulf,16
hamsters,16
handicapped,16
handled,16
happier,16
hauling,16
homes,16
homeworks,16
hormones,16
horn,16
housewife,16
hs,16
hyperbolic,16
immigrant,16
immune,16
import,16
indian,16
indication,16
indoors,16
infectious,16
inflation,16
influenced,16
informative,16
innate,16
installation,16
integral,16
integrated,16
interrupted,16
ion,16
jay,16
jen,16
journalism,16
juvenile,16
karate,16
kit,16
knitting,16
knives,16
kyle,16
lab,16
label,16
lasting,16
legislatures,16
leukemia,16
lies,16
likewise,16
lonely,16
lump,16
magic,16
mail,16
malate,16
malls,16
man,16
manhattan,16
maple,16
mapping,16
marshall,16
maxima,16
means,16
mesquite,16
mets,16
midterm,16
midwest,16
missile,16
mit,16
mixing,16
moore,16
muffler,16
nationally,16
negotiations,16
newton,16
numina,16
objectivism,16
occupation,16
offering,16
oldies,16
one-thirty,16
onion,16
operon,16
optional,16
outs,16
outta,16
overly,16
overweight,16
overwhelming,16
pairs,16
paris,16
passes,16
passion,16
pathetic,16
paths,16
peeves,16
persons,16
petals,16
pistol,16
play,16
play-off,16
plea,16
point-eight,16
polish,16
pools,16
powered,16
praise,16
pre-med,16
premise,16
prerequisite,16
presently,16
presidents,16
pressed,16
probation,16
profitable,16
prohibition,16
prohibitive,16
pumps,16
qualities,16
quarterbacks,16
question,16
raped,16
reason,16
recording,16
recreational,16
refer,16
refund,16
registration,16
relating,16
repeats,16
reproductive,16
republicans,16
restrictive,16
retrovirus,16
returned,16
rhythm,16
rio,16
ripped,16
robbing,16
roger,16
rounded,16
rowlett,16
rubber,16
ruby,16
s-r,16
sanctions,16
sausage,16
sc,16
schedules,16
schnauzer,16
scholar,16
scream,16
scrub,16
seasoning,16
sell,16
selling,16
senators,16
separation,16
shades,16
shaped,16
sheep,16
shells,16
shut,16
significantly,16
sink,16
sister,16
skiing,16
slant,16
slip,16
son-in-law,16
sorting,16
soul,16
soviets,16
soy,16
specialist,16
spelling,16
spouse,16
st,16
stability,16
steep,16
steering,16
stepped,16
stink,16
strategy,16
struck,16
strung,16
sucker,16
suggesting,16
suppose,16
survived,16
sweden,16
switching,16
synthase,16
synthesis,16
ta,16
tales,16
tearing,16
toes,16
tole,16
tornadoes,16
tournaments,16
traditions,16
treating,16
turnover,16
tutors,16
tvs,16
two-plus,16
unacceptable,16
versa,16
viable,16
victoria,16
violation,16
volkswagen,16
walt,16
whoops,16
wrap,16
yuppie,16
accommodate,15
acidic,15
administer,15
adopt,15
affected,15
aggravating,15
analogy,15
anaplerotic,15
animosity,15
anthony,15
anthropology,15
anyplace,15
appliances,15
approach,15
approaching,15
apt,15
ar,15
arabic,15
arena,15
argue,15
assistants,15
attacked,15
attracted,15
automotive,15
baby,15
backed,15
ballot,15
barks,15
before,15
believed,15
biochem,15
blessing,15
blue,15
bombs,15
bone,15
breathe,15
broadcast,15
bulls,15
c-z,15
ca,15
calories,15
capita,15
carla,15
cathy,15
causality,15
chapel,15
checking,15
cheer,15
chem,15
chopped,15
christians,15
claimed,15
claiming,15
classified,15
clearance,15
cliff,15
climbing,15
clovis,15
co-op,15
coaches,15
colonies,15
columbus,15
combat,15
commercialized,15
commodore,15
common,15
concerned,15
concerning,15
conditioned,15
condominium,15
conduction,15
congratulations,15
congressman,15
consent,15
constituents,15
constraints,15
continent,15
contribute,15
convention,15
converted,15
cookbook,15
correlation,15
costly,15
cottage,15
count,15
courtroom,15
cowboy,15
crack,15
cracks,15
crossed,15
dame,15
dated,15
daylight,15
decade,15
defensive,15
defining,15
deliver,15
described,15
devil,15
diameter,15
directed,15
discouraging,15
distinguish,15
document,15
dodgers,15
doors,15
dough,15
drought,15
dry,15
durham,15
eater,15
edition,15
encode,15
encourage,15
entered,15
entitled,15
equipped,15
equitable,15
erie,15
escape,15
essence,15
established,15
ethnicity,15
existed,15
exothermic,15
explicitly,15
exploration,15
expressed,15
extraordinary,15
faculties,15
feeding,15
fernando,15
fertile,15
fiber,15
fights,15
firearm,15
fl,15
flooded,15
freedoms,15
full,15
function,15
functional,15
functions,15
gamut,15
garages,15
geez,15
goldfish,15
grain,15
grandmothers,15
grandpop,15
greatly,15
greed,15
guests,15
halls,15
haul,15
head,15
heavens,15
hmm,15
homemade,15
honey,15
hop,15
ideally,15
identified,15
ii,15
increases,15
indianapolis,15
inescapable,15
infrastructure,15
inmates,15
inn,15
insanity,15
interface,15
interrupt,15
introduced,15
introns,15
invested,15
investigate,15
irreducible,15
islam,15
jack,15
japanese,15
jerk,15
jesse,15
julie,15
killers,15
kitty,15
laboratory,15
lac,15
lady,15
lane,15
leery,15
librarian,15
likes,15
lion,15
list,15
listens,15
liver,15
loads,15
lobster,15
mailing,15
memorable,15
moderate,15
modified,15
moisture,15
moon,15
moscow,15
motel,15
mountains,15
murderers,15
nasa,15
nautilus,15
needlepoint,15
nelson,15
newsprint,15
nieces,15
ninety-seven,15
nondisjunction,15
nonsense,15
norman,15
o-h,15
oaks,15
objection,15
objective,15
obligation,15
occur,15
ordering,15
paranoid,15
participate,15
patch,15
patricia,15
patterson,15
pcs,15
pe,15
peel,15
performing,15
permanently,15
philosophical,15
pitiful,15
playground,15
ploidy,15
plots,15
plus,15
pole,15
police,15
polluting,15
poodle,15
powder,15
powers,15
prescriptions,15
pump,15
punishing,15
rank,15
rats,15
ray,15
reaching,15
recommendation,15
recover,15
reduction,15
reelected,15
registered,15
reimbursed,15
remain,15
reminded,15
repaired,15
reports,15
representing,15
responding,15
retire,15
retiring,15
review,15
richards,15
rick,15
ringing,15
ross,15
rounds,15
router,15
ruben,15
salvador,15
scope,15
screened,15
screwed,15
senate,15
seniors,15
sexually,15
shared,15
sin,15
singapore,15
sings,15
skating,15
slanted,15
slots,15
slow,15
slurry,15
spindle,15
standardized,15
steal,15
steel,15
straightened,15
strangers,15
stress,15
structured,15
stuff,15
subscribed,15
substances,15
subway,15
suicide,15
summary,15
supports,15
swear,15
tears,15
teller,15
temporarily,15
terry,15
third,15
thirds,15
thrilled,15
tile,15
toll,15
touched,15
touched,15
trailers,15
trans,15
tricks,15
turn,15
turnout,15
upsetting,15
utd,15
valve,15
waitress,15
watered,15
weighed,15
wheelchair,15
whitney,15
wintertime,15
wires,15
wisdom,15
worlds,15
worried,15
wrapped,15
ye,15
absorb,14
absorption,14
accept,14
access,14
accidentally,14
actress,14
addressed,14
adjusting,14
adjustment,14
affairs,14
agrees,14
air,14
alleles,14
allergies,14
allopolyploidy,14
alternator,14
ankles,14
anticipate,14
approaches,14
arnold,14
arteries,14
assets,14
assumed,14
attachment,14
augusta,14
awake,14
ba,14
backup,14
bad,14
balances,14
bear,14
beating,14
beets,14
begins,14
begun,14
biography,14
birthdays,14
blacks,14
blouse,14
blouses,14
bridge,14
bridget,14
bs,14
bu,14
burglar,14
calendar,14
campsite,14
carpool,14
carrots,14
catalytic,14
catherine,14
cds,14
cereal,14
chambers,14
characteristic,14
charlemagne,14
chat,14
chatting,14
cheapest,14
cheat,14
chess,14
chi,14
chirality,14
civic,14
clarinet,14
clark,14
classrooms,14
coma,14
comma,14
commission,14
committee,14
communicating,14
concentrations,14
conclusions,14
congenital,14
congressmen,14
consequently,14
continental,14
contractors,14
converge,14
converting,14
cook,14
coordinate,14
cord,14
cordless,14
cots,14
cougar,14
coursepack,14
create,14
crowds,14
dealerships,14
defective,14
definitions,14
deirdre,14
deliberately,14
demand,14
deposits,14
depreciation,14
derivation,14
derived,14
desperate,14
desperately,14
desserts,14
devoted,14
diagnosed,14
disciplined,14
discover,14
discrimination,14
disease,14
dislike,14
donna,14
dozens,14
dragging,14
draw,14
duh,14
dump,14
dumpster,14
earl,14
economies,14
ed,14
eleventh,14
empire,14
enemies,14
entertained,14
establishment,14
evaluations,14
even,14
exceptions,14
expectation,14
exploring,14
extremal,14
fair,14
filmed,14
firing,14
float,14
flowering,14
fold,14
fool,14
foremost,14
forests,14
fraction,14
fragments,14
freezes,14
french,14
fridays,14
frivolous,14
frustration,14
generated,14
geographic,14
geologic,14
gigantic,14
glory,14
gloves,14
golfing,14
government,14
grace,14
grateful,14
greenhouse,14
gut,14
hammer,14
hausa,14
hbo,14
healthier,14
hey,14
hometown,14
homologous,14
humane,14
ida,14
impress,14
imprisonment,14
incorrect,14
instill,14
instructors,14
intermediates,14
internships,14
intro,14
irony,14
jam,14
jeep,14
jokes,14
juan,14
judy,14
kathy,14
katy,14
kenny,14
kill,14
kings,14
kroger,14
lactose,14
lawsuits,14
lean,14
least,14
legislate,14
leptin,14
library,14
limb,14
lo,14
loaded,14
locate,14
lockheed,14
log,14
lover,14
m-s-a,14
making,14
mall,14
manson,14
marked,14
marker,14
marking,14
martha,14
masking,14
matches,14
mathematical,14
matter,14
mayonnaise,14
mechanism,14
medications,14
medieval,14
mercury,14
mexicans,14
millimeter,14
mine,14
miracle,14
mold,14
moments,14
monster,14
motive,14
mushrooms,14
music,14
musician,14
muslim,14
myrtle,14
nanny,14
negative-two,14
ninety-eight,14
notre,14
nucleus,14
nursing,14
nut,14
one-oh-one,14
ordered,14
org,14
oriental,14
outfits,14
outlook,14
overwhelmed,14
packed,14
paint,14
palestinians,14
paroled,14
part,14
passage,14
pathway,14
pause,14
peach,14
periodic,14
petty,14
pissed,14
placing,14
plead,14
plugging,14
poles,14
positives,14
pots,14
prandtl,14
pray,14
prayer,14
presenting,14
previews,14
printers,14
prize,14
processed,14
programmer,14
prone,14
provided,14
psychologist,14
pulmonary,14
punch,14
puzzles,14
qualifications,14
quantities,14
racing,14
randy,14
rang,14
rational,14
rd,14
reasoning,14
rebuilding,14
recommended,14
red,14
redwood,14
referred,14
register,14
replication,14
report,14
representation,14
republican,14
research,14
restrict,14
ribbons,14
rocking,14
rolling,14
romantic,14
rotten,14
ruins,14
ruler,14
russians,14
saab,14
sandwich,14
saying,14
scale,14
scotland,14
screwing,14
searching,14
self-employed,14
sequences,14
sets,14
sex-linked,14
shave,14
shelters,14
shooting,14
signals,14
simplified,14
slapstick,14
sleep,14
smile,14
smoke,14
snap,14
soils,14
solvent,14
sounding,14
south,14
southeast,14
spanked,14
spayed,14
spontaneous,14
stanford,14
step,14
stone,14
stoves,14
straightforward,14
strategies,14
straw,14
stressed,14
stretching,14
strings,14
strokes,14
subaru,14
sunshine,14
supported,14
supportive,14
surviving,14
taking,14
tangent,14
technique,14
tenure,14
terrain,14
texture,14
than,14
theatre,14
thus,14
touchy,14
townhouse,14
traction,14
trails,14
trains,14
transfusions,14
travels,14
ukraine,14
umm,14
unable,14
unified,14
uniforms,14
via,14
waitresses,14
warfare,14
watches,14
wavelength,14
weighs,14
wildlife,14
win,14
wind,14
wish,14
wishes,14
workplace,14
wv,14
ya,14
accurately,13
adoption,13
advanced,13
advances,13
advertisement,13
affordable,13
agents,13
amateur,13
amendment,13
analytic,13
analyze,13
angell,13
answer,13
appointments,13
approved,13
astronomical,13
authentic,13
awards,13
balloon,13
bargain,13
barrels,13
bearing,13
bedtime,13
begging,13
behave,13
belly,13
better,13
bills,13
biotechnology,13
blocking,13
blues,13
bombay,13
bonding,13
borderline,13
bounced,13
bowie,13
brazilian,13
brutal,13
buddies,13
budgeted,13
bulb,13
bulky,13
cadillacs,13
calculations,13
campgrounds,13
cardinals,13
castilian,13
cbs,13
celtic,13
certified,13
channel,13
chaos,13
charity,13
chase,13
cheesecake,13
chemistry,13
civilian,13
clarify,13
climates,13
clint,13
combine,13
company,13
competent,13
components,13
composed,13
composition,13
concentrated,13
consistency,13
constituency,13
consumers,13
contact,13
contests,13
coppell,13
corps,13
cowboy,13
crabby,13
crawling,13
critics,13
cross,13
cruise,13
crunch,13
cs,13
custody,13
cynical,13
cytochrome,13
damaged,13
data,13
dead,13
declawed,13
delta,13
den,13
described,13
destroyed,13
detect,13
detected,13
deter,13
determine,13
determines,13
diag,13
diaper,13
disturbed,13
divisions,13
do,13
dope,13
dunno,13
dutch,13
edges,13
edward,13
em,13
emphasize,13
enchiladas,13
enclosed,13
envelopes,13
eroded,13
errors,13
escort,13
eukaryotic,13
exclusively,13
exercises,13
exhaust,13
existing,13
explained,13
extremes,13
face,13
fe,13
felony,13
ferry,13
fertilize,13
fired,13
flipped,13
flipping,13
flyer,13
focus,13
folder,13
forbid,13
formed,13
forming,13
freedomways,13
froze,13
functioning,13
funeral,13
gains,13
genealogy,13
generals,13
geofluvial,13
georgetown,13
girls,13
gory,13
grab,13
graded,13
grammar,13
grandma,13
greenville,13
grind,13
gripe,13
halloween,13
handouts,13
hank,13
headline,13
headline,13
heads,13
heated,13
henry,13
hilly,13
homogeneous,13
honors,13
hope,13
horns,13
hype,13
i-q,13
ideals,13
identities,13
indicates,13
infants,13
influences,13
instinct,13
insured,13
intend,13
intend,13
interstate,13
intriguing,13
invitation,13
is,13
islands,13
ivy,13
japanese,13
jazzercise,13
joining,13
jose,13
jumps,13
kiss,13
koreans,13
kuwaiti,13
l-e,13
la,13
labiodental,13
labor,13
largely,13
leaking,13
lease,13
lena,13
lexus,13
li,13
licensed,13
lid,13
lie,13
literacy,13
loaf,13
loaning,13
local,13
logically,13
low,13
lower,13
lumber,13
lunchtime,13
magnitude,13
maps,13
maxed,13
meats,13
med,13
meets,13
membrane,13
mentioning,13
metaphors,13
miata,13
mickey,13
mirror,13
miscellaneous,13
mistaken,13
monitor,13
monitoring,13
morgan,13
mowed,13
museum,13
mutation,13
nations,13
navy,13
negatives,13
neutral,13
nevertheless,13
next,13
nicest,13
oak,13
odds,13
ohh,13
olympics,13
on-time,13
one-eighty-five,13
one-fifteen,13
operate,13
operated,13
or,13
organ,13
organized,13
original,13
ouchies,13
outfit,13
overtime,13
own,13
p-h,13
particular,13
partnership,13
paulo,13
pennies,13
pensacola,13
phenomena,13
phonetic,13
phrases,13
physical,13
pick-up,13
pies,13
pitchers,13
point,13
poland,13
polio,13
pollute,13
populated,13
poured,13
predicting,13
prediction,13
prepared,13
prince,13
processes,13
productivity,13
promises,13
proposals,13
providence,13
publicized,13
published,13
quotation,13
rackham,13
radioactive,13
rampant,13
range,13
readers,13
rebel,13
referred,13
rehabilitate,13
relaxation,13
remaining,13
remembers,13
resolved,13
richer,13
riding,13
rise,13
risks,13
rod,13
roll,13
rolled,13
ron,13
routes,13
routine,13
rulers,13
safely,13
salads,13
sangria,13
sao,13
schwartzkopf,13
schwarzenegger,13
scott,13
scouting,13
scuba,13
sedimentary,13
senufo,13
settled,13
shake,13
shaky,13
shingles,13
ships,13
short-term,13
showers,13
side,13
sidewalk,13
sights,13
slutsky,13
smack,13
sp,13
spark,13
specials,13
speciation,13
spite,13
split,13
sponge,13
spot,13
stacked,13
stacks,13
stagnant,13
stain,13
statewide,13
sticky,13
stimulation,13
stitches,13
straighten,13
strenuous,13
stressed,13
stretch,13
strike,13
subjected,13
substitute,13
succeed,13
successfully,13
suspect,13
sweatshirt,13
swimming,13
switzerland,13
sympathetic,13
symphony,13
sys,13
tablespoon,13
tan,13
taxpayer,13
tedious,13
terminator,13
terrified,13
threshold,13
thumbs,13
today,13
tolerant,13
toss,13
total,13
touch,13
tower,13
town,13
tr,13
tracks,13
tragic,13
transect,13
trapped,13
treadmill,13
trinity,13
twenty-six,13
tying,13
undergrad,13
unknown,13
upsets,13
usa,13
view,13
viewed,13
volunteering,13
waited,13
waiting,13
wake,13
wasting,13
water,13
weigh,13
wiped,13
yay,13
youngsters,13
abuse,12
academic,12
accumulated,12
acidity,12
addresses,12
admissions,12
advertise,12
agreed,12
aids,12
airlines,12
alcohol,12
alex,12
ali,12
allopatric,12
alphabet,12
amazingly,12
ants,12
apparent,12
appeared,12
appointed,12
appreciated,12
arts,12
asimov,12
asphalt,12
at,12
attending,12
attraction,12
average,12
babe,12
bacon,12
bahamas,12
bakery,12
bandit,12
bank,12
banned,12
bargaining,12
basin,12
baskets,12
batman,12
bearings,12
beastie,12
beautifully,12
belonged,12
betty,12
beverly,12
bingo,12
blocked,12
bo,12
boeing,12
boil,12
bolt,12
bones,12
brands,12
brave,12
brew,12
brushes,12
buckhannon,12
bud,12
buffet,12
builders,12
bunny,12
buyer,12
cakes,12
calculated,12
campsites,12
canadian,12
caps,12
carl,12
carnegie,12
cautious,12
census,12
centimeters,12
chewed,12
chewing,12
chill,12
citizenship,12
classical,12
clean,12
clear,12
clips,12
closure,12
coda,12
com,12
comment,12
commercial,12
completed,12
compliance,12
conferences,12
conglomerate,12
consensus,12
conservation,12
contained,12
conviction,12
coordinator,12
cornstarch,12
counted,12
counter,12
counting,12
covers,12
cowboys,12
crooked,12
cross,12
crown,12
culturally,12
curiosity,12
currency,12
cytosol,12
dam,12
dana,12
dandelions,12
decades,12
decorated,12
defined,12
delivered,12
deposit,12
depositing,12
describes,12
designs,12
desirable,12
destruction,12
detector,12
determining,12
devastating,12
diagnosis,12
dillard,12
diner,12
disappear,12
disastrous,12
discounts,12
distributed,12
documentary,12
donation,12
down,12
downstream,12
drafting,12
drained,12
drank,12
drill,12
drops,12
dull,12
dwarf,12
eating,12
elbow,12
elective,12
elevator,12
elvis,12
empire,12
endergonic,12
entered,12
entrance,12
environmentally,12
episodes,12
ethic,12
excitement,12
executives,12
explain,12
explanations,12
expose,12
fatal,12
feathers,12
fellows,12
finals,12
finance,12
financing,12
firmly,12
fitting,12
flatter,12
flights,12
foolish,12
footage,12
formulas,12
fortune,12
fountain,12
funniest,12
fuse,12
ga,12
gainesville,12
gardener,12
gauge,12
gay,12
generation,12
geology,12
giant,12
girlfriends,12
glued,12
gracious,12
grants,12
grapevine,12
greece,12
gregory,12
guts,12
h-i-v,12
haired,12
hamburgers,12
headache,12
heart,12
hemoglobin,12
himalayan,12
hispanics,12
home,12
hook,12
hops,12
hospitalization,12
hot,12
hug,12
huh,12
humane,12
hunt,12
hunter,12
hunters,12
hydronium,12
imitate,12
implement,12
impulse,12
increase,12
increasingly,12
industrialized,12
inevitably,12
infer,12
ink,12
instrumental,12
interest,12
introducing,12
invert,12
investigation,12
invited,12
ira,12
iraqis,12
irish,12
irritating,12
irving,12
isolation,12
jamaica,12
joel,12
join,12
joking,12
ju,12
jupiter,12
kay,12
kicked,12
kidnapping,12
krld,12
kuwaitis,12
landed,12
landing,12
landing,12
lands,12
laptop,12
layoff,12
leagues,12
leap,12
leap,12
lengths,12
liability,12
limestone,12
linked,12
liquor,12
load,12
locked,12
logistics,12
loop,12
lower,12
lumped,12
madison,12
malpractice,12
manufactured,12
margaret,12
marked,12
measuring,12
mediocre,12
merchandise,12
merit,12
metroplex,12
mills,12
mirror,12
modeling,12
mondays,12
monetary,12
mormon,12
murderer,12
naomi,12
necrotizing,12
negotiator,12
nephews,12
nerves,12
neuropeptide,12
neutered,12
noises,12
noriega,12
northwest,12
notebook,12
noticeable,12
ny,12
occurring,12
offended,12
offering,12
office,12
oilers,12
one-oh-two,12
one-on-one,12
opera,12
oral,12
orbit,12
packaging,12
parked,12
parochial,12
participants,12
patrol,12
peer,12
performed,12
permitted,12
phil,12
pill,12
pillow,12
pipes,12
pitch,12
planner,12
platform,12
plays,12
poor,12
popped,12
positive,12
post-transition,12
premeditated,12
presented,12
presume,12
prime,12
prisoner,12
professional,12
promoter,12
prove,12
provo,12
publisher,12
pursuing,12
quantum,12
quart,12
quayle,12
quilts,12
racist,12
rail,12
ramifications,12
rappers,12
ratings,12
reception,12
recognizing,12
recombinant,12
recovery,12
reduced,12
reduces,12
regulatory,12
rehabilitated,12
rely,12
renew,12
repeated,12
replicate,12
report,12
represent,12
representatives,12
research,12
residence,12
resist,12
respiration,12
retain,12
reverse,12
rigid,12
rinse,12
ritual,12
robberies,12
roland,12
rope,12
rose,12
routinely,12
rub,12
rugged,12
runs,12
rye,12
sacrifice,12
sakes,12
sane,12
sat,12
scheme,12
self-improvement,12
semiautomatic,12
sensation,12
sensible,12
separate,12
sequel,12
seventeenth,12
sewed,12
sharon,12
sheer,12
shifts,12
siding,12
simon,12
simultaneously,12
sitters,12
skip,12
sliding,12
smu,12
snack,12
socks,12
solo,12
southeast,12
special,12
spring-summer,12
square,12
squared,12
stanley,12
stated,12
static,12
steadily,12
strawberry,12
stray,12
stressing,12
stud,12
stump,12
sturdy,12
su,12
supermarket,12
sympathy,12
sympatric,12
symphony,12
syndrome,12
tame,12
tangency,12
taste,12
tastes,12
technicality,12
telephones,12
theoretically,12
third,12
thompson,12
thousand,12
thunder,12
toe,12
tornados,12
torture,12
tracy,12
trail,12
trail,12
troy,12
tun,12
turtles,12
twenty-one,12
twos,12
underground,12
underlying,12
unlikely,12
unlimited,12
upside,12
vaguely,12
variant,12
viewing,12
viewpoints,12
virgin,12
vital,12
waiter,12
warren,12
waters,12
wheel,12
wicked,12
wider,12
wilderness,12
wins,12
winter,12
wiring,12
workshop,12
worm,12
wrecked,12
xerox,12
yankees,12
yield,12
ying,12
zinc,12
abuses,11
academically,11
accordingly,11
accountable,11
aconitase,11
acts,11
adapted,11
addressing,11
adequately,11
advancement,11
advertised,11
agreeing,11
ahold,11
algebra,11
allegedly,11
alynne,11
ambitious,11
amenities,11
andrew,11
anita,11
answered,11
antilock,11
antique,11
appalachian,11
arrange,11
arranged,11
asians,11
assess,11
atm,11
attach,11
attempts,11
autopolyploidy,11
azaleas,11
b-s-e,11
bachelor,11
bacterium,11
balancing,11
banana,11
baptist,11
beep,11
believer,11
bend,11
berlin,11
blame,11
bloody,11
bluebook,11
boot,11
bothered,11
bounce,11
brass,11
braves,11
breeds,11
bribes,11
brochures,11
bureaucratic,11
burner,11
burns,11
bust,11
buying,11
c-k,11
calculating,11
caller,11
camp,11
campfire,11
canned,11
carrier,11
cash,11
catches,11
categorize,11
celsius,11
ceo,11
chad,11
change-in,11
changed,11
cheerful,11
chinese,11
choke,11
christianity,11
circles,11
circulation,11
claims,11
classify,11
classmate,11
cleanliness,11
clone,11
closets,11
closing,11
coca,11
coincidence,11
cola,11
collapse,11
collects,11
commercially,11
compact,11
compensate,11
complained,11
compromise,11
computing,11
condo,11
conducive,11
confusion,11
constructed,11
continuously,11
continuum,11
contributes,11
costa,11
counselors,11
creutzfeld,11
criminal,11
crocheting,11
cruises,11
cuban,11
cured,11
dahlmer,11
damages,11
dancing,11
darker,11
de,11
dead,11
deadly,11
dealings,11
dealt,11
declare,11
dedicate,11
defenders,11
demonstration,11
denominator,11
dfw,11
dimensions,11
direct,11
disabled,11
disadvantages,11
discover,11
disregard,11
dissolved,11
diving,11
documentaries,11
dome,11
dorms,11
dots,11
doubt,11
down,11
drip,11
e-l-i,11
educating,11
effected,11
efficiently,11
eighty-two,11
electron,11
elm,11
emperor,11
epidemic,11
epistasis,11
ex-husband,11
excessive,11
exclusive,11
executing,11
experimenting,11
extensively,11
extravagant,11
faces,11
fails,11
farthest,11
father,11
fearful,11
federal,11
feminist,11
fences,11
fetal,11
fetched,11
findings,11
firm,11
first-year,11
fishbowl,11
fisherman,11
flame,11
flea,11
flow,11
flows,11
fluent,11
focuses,11
football,11
fragment,11
frances,11
freezer,11
fusion,11
gaining,11
gaps,11
gaston,11
geography,11
ghetto,11
glaciers,11
glen,11
godfather,11
gold,11
golfers,11
governor,11
grace,11
granted,11
graphs,11
greasy,11
great,11
grub,11
guacamole,11
guards,11
guelph,11
gun,11
handicap,11
haploids,11
harris,11
harvest,11
hatred,11
hav,11
head,11
headquarters,11
herb,11
hicks,11
hiding,11
higher,11
holiday,11
honeymoon,11
horizons,11
hostages,11
housekeeping,11
hydrogens,11
iceberg,11
id,11
implemented,11
importantly,11
inappropriate,11
independent,11
innings,11
innovation,11
inserted,11
intentions,11
interfere,11
interviewed,11
intuitive,11
investing,11
invited,11
iranian,11
iron,11
irrelevant,11
irritates,11
jakob,11
jig,11
kilograms,11
kindergarten,11
kitten,11
kitty,11
kodak,11
kovacs,11
lafayette,11
lamp,11
lax,11
lbj,11
leaks,11
lebanon,11
legislators,11
liberty,11
liquid,11
listening,11
lit,11
loan,11
lock,11
locking,11
lynn,11
manure,11
mario,11
mashed,11
maureen,11
maverick,11
mcmahon,11
me,11
meander,11
memaw,11
metaphase,11
microphone,11
misses,11
mitsubishi,11
mount,11
mtv,11
museums,11
naive,11
nd,11
negative-three,11
negotiate,11
neutron,11
nicaragua,11
numerical,11
obese,11
obnoxious,11
observing,11
official,11
oil,11
okra,11
one-forty,11
opinionated,11
opposition,11
ordinarily,11
oscar,11
ou,11
oysters,11
paralyzed,11
parenting,11
pasture,11
paw,11
payoff,11
pecan,11
peculiar,11
percentages,11
perspectives,11
pete,11
phenotype,11
philosopher,11
phonetics,11
photo,11
piled,11
place,11
pluses,11
ponds,11
poppy,11
popularity,11
portrayed,11
precisely,11
preschoolers,11
preventing,11
prokaryotes,11
promised,11
promotion,11
prophase,11
proposed,11
proposition,11
protesting,11
pudding,11
pulley,11
pushes,11
putt,11
questioning,11
quo,11
quote,11
receipts,11
recordings,11
recourse,11
redbook,11
refers,11
reimbursement,11
released,11
remains,11
reminding,11
replacement,11
reported,11
resent,11
reserved,11
revolt,11
ribs,11
rice,11
rig,11
rocky,11
rollers,11
romance,11
rosettes,11
rumor,11
rumors,11
saints,11
satellites,11
satisfied,11
saturn,11
screws,11
seal,11
seams,11
secondly,11
secretarial,11
sedan,11
seeking,11
senile,11
seville,11
shadow,11
shallow,11
shark,11
ship,11
shipped,11
shocking,11
si,11
side,11
skeptical,11
slap,11
sleeps,11
slides,11
slim,11
slips,11
smells,11
socialization,11
soldier,11
sole,11
solicitations,11
soliciting,11
spaniel,11
spices,11
sports,11
spreadsheets,11
square,11
stadium,11
starters,11
starts,11
starve,11
stays,11
steak,11
stitching,11
stood,11
strain,11
strengthen,11
stretched,11
stringent,11
strip,11
subconscious,11
subsidies,11
substantially,11
substitutes,11
sudan,11
suffer,11
sunburn,11
superior,11
suspicious,11
sweats,11
swore,11
syria,11
tabatha,11
taco,11
tactics,11
taiwan,11
talents,11
target,11
target,11
targets,11
taxi,11
telecom,11
thread,11
threes,11
tim,11
timely,11
timer,11
touches,11
tracks,11
tract,11
trade,11
tragedy,11
trampoline,11
transcriptional,11
translations,11
trusted,11
truths,11
tunes,11
twenty-eight,11
uhh,11
umbrella,11
un,11
unbiased,11
valentine,11
valleys,11
valves,11
ve,11
veteran,11
vinegar,11
vines,11
violate,11
virtue,11
visit,11
